Rank,Anglex,Angley,Anglez,Transi,Transj,Transk,total,rPSC,rPSC_gain,rPSC_penalty,ELEC ,RecACE,LCARMSD,NearNat
966, 1.308997,2.164094,-2.991358,117,15,111,2785.557373,2556.000000,3411.000000,-855.000000,141.727417,87.829773,43.586960,0
967, 1.047198,2.456751,-1.503343,8,115,93,2783.837402,2600.000000,4310.000000,-1710.000000,-64.952759,248.790054,13.621145,0
968, -2.617994,2.881233,-2.582574,11,115,94,2783.961914,2610.000000,3330.000000,-720.000000,43.441010,130.520889,10.425673,0
969, 2.094395,0.290380,-0.796960,109,118,102,2783.045410,2537.000000,3302.000000,-765.000000,25.733582,220.311661,38.742390,0
970, -0.523599,1.846342,-1.796954,6,112,94,2783.512695,2294.000000,3059.000000,-765.000000,145.012329,344.500488,16.370726,0
971, -0.785398,0.571433,-1.188419,118,108,97,2783.051025,2515.000000,4180.000000,-1665.000000,62.988068,205.063065,27.365643,0
972, -0.261799,0.866955,-0.931351,17,113,103,2782.593994,2823.000000,3993.000000,-1170.000000,53.754761,-94.160797,14.499732,0
973, -1.308997,1.440580,2.260026,12,3,103,2782.372070,2660.000000,4595.000000,-1935.000000,117.557739,4.814423,19.704212,0
974, -2.617994,0.700570,1.559208,12,16,116,2782.144043,2369.000000,3719.000000,-1350.000000,52.007828,361.136139,40.609070,0
975, -1.570796,2.356369,3.005869,10,1,96,2782.039307,2534.000000,3749.000000,-1215.000000,36.601486,211.437775,14.905867,0
976, -0.523599,1.696674,-1.253233,15,2,96,2781.992188,2568.000000,4278.000000,-1710.000000,56.217773,157.774338,12.136168,0
977, 2.617994,0.370812,-2.547742,119,110,102,2781.956543,2420.000000,3320.000000,-900.000000,110.012329,251.944366,27.921612,0
978, -2.617994,2.588535,-2.976617,119,117,93,2781.961182,2449.000000,3754.000000,-1305.000000,10.159882,322.801270,24.542704,0
979, 1.308997,2.251330,-2.330739,7,111,93,2779.764648,2450.000000,3800.000000,-1350.000000,-2.113251,331.877991,15.246056,0
980, -0.523599,1.256302,0.062705,118,110,95,2779.918457,2333.000000,3188.000000,-855.000000,117.899689,329.018677,26.293844,0
981, 2.094395,2.251330,-2.330739,110,110,99,2779.482178,2475.000000,3510.000000,-1035.000000,160.211365,144.270645,36.584969,0
982, 2.617994,2.719179,-1.780644,107,110,103,2779.229736,2225.000000,3755.000000,-1530.000000,193.722473,360.507263,41.433064,0
983, 2.356194,2.456751,-1.503343,9,21,107,2779.012939,2607.000000,3417.000000,-810.000000,154.233673,17.779297,39.339828,0
984, -0.785398,2.073035,2.027405,113,14,101,2778.583984,2730.000000,4485.000000,-1755.000000,204.070007,-155.486130,41.140652,0
985, -0.785398,1.555207,1.708892,114,14,102,2778.639404,2491.000000,3346.000000,-855.000000,354.989655,-67.350403,40.600189,0
986, 0.523599,1.367556,0.358405,116,118,94,2777.864746,2512.000000,4087.000000,-1575.000000,127.076569,138.788208,28.388821,0
987, -3.141593,0.640596,-2.797608,1,16,97,2777.062256,2620.000000,3475.000000,-855.000000,219.134155,-62.071930,34.808239,0
988, -1.308997,0.685216,-1.712745,106,119,96,2777.354736,2471.000000,4811.000000,-2340.000000,75.783813,230.571152,40.642471,0
989, -0.261799,1.310100,1.488307,14,116,101,2777.214844,2355.000000,5235.000000,-2880.000000,128.688141,293.526550,13.511452,0
990, -1.570796,1.696674,-1.253233,113,112,94,2776.707520,2437.000000,4147.000000,-1710.000000,57.542236,282.165161,31.693237,0
991, 1.832596,1.134497,-1.109631,14,118,92,2776.538574,2494.000000,2899.000000,-405.000000,-9.937531,292.476074,7.796606,0
992, 2.356194,0.080730,-2.622036,119,110,102,2776.394775,2033.000000,4778.000000,-2745.000000,377.879486,365.515411,27.921612,0
993, -0.785398,1.599406,1.426070,115,12,103,2776.595459,2627.000000,6722.000000,-4095.000000,280.159119,-130.563690,38.747948,0
994, -1.832596,1.875281,0.107086,13,8,108,2775.998047,2739.000000,5034.000000,-2295.000000,-170.774414,207.772400,27.180569,0
995, 2.094395,2.349581,-2.702517,3,113,92,2775.658447,2449.000000,3169.000000,-720.000000,2.495590,324.162872,19.479372,0
996, -0.523599,1.736875,3.023612,14,6,106,2775.485107,2852.000000,3437.000000,-585.000000,41.378662,-117.893585,23.606726,0
997, 0.785398,0.418037,1.360082,119,1,97,2774.665771,2455.000000,3805.000000,-1350.000000,51.071075,268.594818,26.500853,0
998, -3.141593,1.242974,-2.977882,1,17,98,2774.353760,3085.000000,3940.000000,-855.000000,-51.148651,-259.497559,35.975010,0
999, 0.261799,2.404280,-0.174044,6,113,93,2774.254395,2386.000000,3691.000000,-1305.000000,172.015503,216.238770,16.016399,0
1000, 2.617994,2.174483,2.653697,0,106,105,2774.051025,2062.000000,4312.000000,-2250.000000,499.553345,212.497742,30.006617,0
1001, -1.570796,1.948085,-2.363031,112,111,99,2773.935791,2526.000000,4056.000000,-1530.000000,169.317871,78.617905,34.141975,0
1002, -0.523599,1.025536,1.576859,13,114,102,2774.136230,2482.000000,3652.000000,-1170.000000,156.156769,135.979431,14.958940,0
1003, -2.617994,1.869911,2.701025,19,13,111,2773.650146,2642.000000,3497.000000,-855.000000,87.659737,43.990479,32.829151,0
1004, 0.785398,0.866395,-2.492918,1,103,102,2773.541992,2851.000000,4876.000000,-2025.000000,158.996216,-236.454102,28.696743,0
1005, -3.141593,2.760637,2.781135,116,10,91,2773.165527,2451.000000,5016.000000,-2565.000000,48.178772,273.986755,33.685337,0
1006, -2.879793,0.203748,0.590255,114,16,103,2771.128906,2879.000000,3599.000000,-720.000000,80.433167,-188.304138,42.439117,0
1007, -0.523599,0.864993,2.278281,3,7,97,2771.150391,2509.000000,4264.000000,-1755.000000,-45.471985,307.622314,25.750891,0
1008, 1.047198,2.041297,-2.664597,117,11,95,2770.665283,3025.000000,5050.000000,-2025.000000,54.120331,-308.455078,33.727932,0
1009, 1.570796,1.450119,-2.739050,119,110,95,2770.306152,2538.000000,3348.000000,-810.000000,74.657104,157.648880,25.136335,0
1010, 2.879793,0.866395,-2.492918,0,15,96,2770.093994,2568.000000,3873.000000,-1305.000000,147.282593,54.811172,34.475441,0
1011, 1.047198,1.504028,0.636812,6,19,102,2769.733887,3080.000000,4160.000000,-1080.000000,29.757812,-340.024048,36.161102,0
1012, -0.261799,1.256302,0.062705,5,109,96,2768.802002,2473.000000,3733.000000,-1260.000000,167.449982,128.352127,19.000177,0
1013, -3.141593,0.762244,-0.273349,10,113,108,2768.726074,2782.000000,4807.000000,-2025.000000,72.992188,-86.266022,23.041609,0
1014, 1.308997,0.674054,1.013609,116,1,97,2768.817139,2421.000000,2826.000000,-405.000000,138.731628,209.085480,29.824940,0
1015, 1.047198,2.115563,0.685730,8,20,103,2768.051025,3028.000000,4378.000000,-1350.000000,148.117493,-408.066467,36.649010,0
1016, 2.356194,1.510910,-0.740472,25,4,119,2767.131836,2362.000000,4117.000000,-1755.000000,11.123032,394.008850,36.108978,0
1017, 2.617994,0.866395,-2.492918,2,15,96,2765.958252,2729.000000,3494.000000,-765.000000,143.040558,-106.082329,32.922558,0
1018, -2.879793,0.866955,-0.931351,15,118,111,2765.661621,2352.000000,4602.000000,-2250.000000,55.350128,358.311584,24.751095,0
1019, -1.570796,1.506530,1.988858,6,109,103,2765.654541,2349.000000,3384.000000,-1035.000000,246.245605,170.408890,22.126392,0
1020, -1.308997,0.419640,2.974122,10,116,103,2765.689941,2637.000000,3447.000000,-810.000000,62.256226,66.433655,18.098227,0
1021, -1.047198,2.343981,-1.040456,19,117,103,2765.203857,2588.000000,4703.000000,-2115.000000,34.930084,142.273590,14.602898,0
1022, 1.570796,2.180315,-1.357379,119,17,97,2765.140625,3098.000000,4268.000000,-1170.000000,41.746094,-374.605408,37.234268,0
1023, 0.000000,2.251330,-2.330739,20,117,117,2764.866211,2254.000000,3379.000000,-1125.000000,14.051025,496.815216,31.199940,0
1024, -0.785398,0.992645,-1.723759,115,114,94,2765.276855,2334.000000,5079.000000,-2745.000000,99.762695,331.514282,29.203297,0
1025, 1.832596,1.391910,3.030322,1,11,97,2764.903076,2728.000000,3538.000000,-810.000000,12.576813,24.326233,30.545591,0
1026, -0.523599,1.247695,1.809890,15,114,104,2764.509277,2558.000000,4088.000000,-1530.000000,6.730042,199.779205,16.190468,0
1027, -2.356194,1.391910,3.030322,119,19,100,2763.913574,3260.000000,4520.000000,-1260.000000,-39.521240,-456.565094,39.838146,0
1028, 0.000000,1.367556,0.358405,16,111,100,2763.882812,2602.000000,3277.000000,-675.000000,103.346588,58.536041,11.877971,0
1029, -3.141593,2.138223,1.678323,119,16,94,2762.687500,2791.000000,3646.000000,-855.000000,122.499146,-150.811447,35.841606,0
1030, -2.879793,1.741644,-2.695914,106,17,109,2762.094482,3012.000000,5082.000000,-2070.000000,-76.515259,-173.390381,52.856342,0
1031, 2.879793,2.984978,1.954446,19,14,108,2762.047852,2554.000000,3544.000000,-990.000000,-48.622101,256.669922,31.226500,0
1032, 2.879793,2.863997,0.549740,112,20,114,2761.586670,2388.000000,3153.000000,-765.000000,258.046631,115.540115,52.683514,0
1033, 2.879793,0.203748,0.590255,9,19,107,2761.441162,2748.000000,4953.000000,-2205.000000,193.401886,-179.960754,37.399872,0
1034, 0.523599,2.588535,-2.976617,11,113,96,2760.856934,2412.000000,4302.000000,-1890.000000,209.293274,139.563599,11.473707,0
1035, -2.356194,0.906588,1.252948,109,4,96,2760.654541,2310.000000,3570.000000,-1260.000000,184.370483,266.283936,38.522179,0
1036, 0.261799,0.864993,2.278281,10,3,99,2760.574707,2632.000000,4117.000000,-1485.000000,49.088837,79.485718,17.946341,0
1037, -3.141593,1.721184,-0.153948,118,117,94,2760.733887,2472.000000,4632.000000,-2160.000000,-4.727417,293.461304,25.857056,0
1038, 2.879793,1.756530,-2.105156,3,119,91,2760.560059,2404.000000,4339.000000,-1935.000000,21.549286,335.010712,20.258091,0
1039, -0.523599,0.080730,-2.622036,9,5,99,2759.296387,2622.000000,3612.000000,-990.000000,158.678802,-21.382446,20.165180,0
1040, 0.785398,1.367556,0.358405,9,17,100,2758.117676,3006.000000,4581.000000,-1575.000000,97.329651,-345.212036,31.824787,0
1041, 2.094395,1.846342,-1.796954,19,13,109,2758.158203,2386.000000,4591.000000,-2205.000000,99.802673,272.355438,31.133417,0
1042, 1.047198,1.242974,-2.977882,3,13,102,2758.405029,2797.000000,5227.000000,-2430.000000,137.346741,-175.941650,32.509716,0
1043, -0.785398,0.914445,2.687814,5,5,96,2758.034180,2348.000000,3203.000000,-855.000000,159.341339,250.692978,22.184296,0
1044, -3.141593,1.869911,2.701025,22,1,119,2757.744629,2292.000000,3507.000000,-1215.000000,37.285172,428.459381,34.559261,0
1045, -0.785398,2.592629,0.909713,9,112,95,2758.021973,2558.000000,4178.000000,-1620.000000,-31.775879,231.797882,13.295105,0
1046, -0.785398,2.664082,-1.071402,110,15,108,2757.128906,2199.000000,4809.000000,-2610.000000,362.010254,196.118530,47.528549,0
1047, -0.523599,0.709924,0.218797,7,119,95,2757.249756,2384.000000,4139.000000,-1755.000000,52.983551,320.266144,16.377838,0
1048, -0.261799,2.187132,-0.479875,1,111,93,2756.746582,2510.000000,3995.000000,-1485.000000,135.686890,111.059540,22.239307,0
1049, 1.570796,1.367556,0.358405,22,119,105,2756.635498,2526.000000,3741.000000,-1215.000000,155.713135,74.922302,17.910542,0
1050, 1.047198,0.762244,-0.273349,17,0,97,2756.527344,2450.000000,2990.000000,-540.000000,67.958145,238.568985,10.244248,0
1051, 2.617994,0.496451,0.593859,7,0,100,2755.766602,2512.000000,4717.000000,-2205.000000,264.579407,-20.812836,19.359426,0
1052, -1.047198,2.393226,1.857173,113,16,103,2755.032227,3045.000000,4575.000000,-1530.000000,90.489197,-380.456909,43.301373,0
1053, 2.094395,1.050534,3.042579,2,12,100,2755.115234,2893.000000,6133.000000,-3240.000000,-36.593811,-101.290985,31.550484,0
1054, 0.261799,1.875281,0.107086,13,113,96,2754.590088,2301.000000,4191.000000,-1890.000000,272.599792,180.990143,9.504959,0
1055, 0.000000,1.134796,2.434290,107,109,108,2754.340088,2492.000000,3842.000000,-1350.000000,-6.234314,268.574402,44.005234,0
1056, 2.617994,1.218453,2.777284,19,114,110,2754.092285,2293.000000,5263.000000,-2970.000000,87.783020,373.309448,22.598183,0
1057, 2.094395,1.948085,-2.363031,118,117,92,2753.836426,2385.000000,5085.000000,-2700.000000,62.200775,306.635834,25.652359,0
1058, 2.356194,1.134497,-1.109631,2,114,95,2753.251953,2458.000000,3313.000000,-855.000000,147.608826,147.643158,21.111790,0
1059, -1.570796,1.413347,-1.339188,110,113,95,2753.086914,2573.000000,3923.000000,-1350.000000,-0.293457,180.380295,35.332157,0
1060, -1.308997,2.063651,-2.044600,7,9,91,2752.341553,2599.000000,3859.000000,-1260.000000,-25.915573,179.257126,23.037073,0
1061, -3.141593,0.685216,-1.712745,117,14,93,2751.985352,2583.000000,3168.000000,-585.000000,271.125153,-102.139938,35.773983,0
1062, -0.261799,1.184361,0.625864,1,9,98,2751.580322,2628.000000,3843.000000,-1215.000000,93.149597,30.430634,29.325638,0
1063, 2.356194,2.724429,-0.348782,106,111,100,2751.390869,2477.000000,3287.000000,-810.000000,47.188965,227.201813,41.364372,0
1064, -1.047198,1.218453,2.777284,6,6,95,2751.402588,2377.000000,2647.000000,-270.000000,91.852814,282.549835,21.748022,0
1065, -2.356194,2.579248,-2.364801,11,117,93,2750.388672,2498.000000,3128.000000,-630.000000,63.733429,188.655365,10.612022,0
1066, 1.047198,0.960688,-0.577532,10,11,93,2749.914795,2795.000000,3740.000000,-945.000000,-39.513168,-5.571960,23.120766,0
1067, 2.879793,2.881233,-2.582574,11,112,94,2749.931885,2653.000000,3013.000000,-360.000000,-27.573120,124.505066,10.693295,0
1068, 0.785398,2.001437,0.381215,19,7,96,2749.460938,2435.000000,3335.000000,-900.000000,109.092987,205.368011,16.470081,0
1069, -2.879793,1.391910,3.030322,21,8,107,2748.649170,2590.000000,3850.000000,-1260.000000,117.816483,40.832855,25.332703,0
1070, 0.000000,1.448123,-2.163292,9,113,95,2748.032715,2343.000000,3198.000000,-855.000000,173.113617,231.919281,13.114723,0
1071, 2.094395,1.391910,3.030322,16,15,115,2747.531738,1995.000000,5730.000000,-3735.000000,69.512878,683.018860,38.183563,0
1072, 0.261799,2.174483,2.653697,5,15,109,2747.432861,2393.000000,3563.000000,-1170.000000,324.000061,30.432816,37.050133,0
1073, -1.308997,1.574060,2.783565,106,4,96,2747.161621,2453.000000,3533.000000,-1080.000000,100.164368,193.997314,41.923637,0
1074, 2.879793,1.448123,-2.163292,5,3,90,2746.947021,2692.000000,3772.000000,-1080.000000,-112.912872,167.859909,20.094797,0
1075, -1.047198,2.180315,-1.357379,17,2,98,2746.829102,2594.000000,5114.000000,-2520.000000,5.584839,147.244080,12.751788,0
1076, -0.261799,2.760637,2.781135,115,111,94,2746.841064,2612.000000,3332.000000,-720.000000,-7.906189,142.747208,29.446974,0
1077, -2.879793,0.733948,3.021411,114,115,102,2746.717285,2218.000000,3388.000000,-1170.000000,217.595856,311.121460,32.897591,0
1078, 2.356194,2.396274,-1.959260,108,111,100,2746.156738,2376.000000,3726.000000,-1350.000000,175.267151,194.889633,39.060337,0
1079, 2.356194,0.290380,-0.796960,9,105,110,2746.142090,2556.000000,3816.000000,-1260.000000,137.603516,52.538666,27.932442,0
1080, 0.261799,2.455966,-0.641220,13,115,94,2746.341553,2536.000000,2851.000000,-315.000000,88.137421,122.204117,8.209330,0
1081, -2.879793,2.724429,-0.348782,5,115,92,2746.723145,2343.000000,3693.000000,-1350.000000,-1.603027,405.326050,17.063892,0
1082, 1.832596,1.135834,-1.431087,7,8,91,2746.086182,2725.000000,4570.000000,-1845.000000,-23.886734,44.972839,22.122179,0
1083, -1.047198,1.696674,-1.253233,11,115,96,2745.764893,2491.000000,4876.000000,-2385.000000,88.774170,165.990753,11.434944,0
1084, -0.785398,0.418037,1.360082,119,106,104,2745.471924,2525.000000,4235.000000,-1710.000000,86.838928,133.633087,30.309341,0
1085, 0.523599,2.664082,-1.071402,119,115,91,2744.738525,2503.000000,3673.000000,-1170.000000,45.595673,196.142715,24.226616,0
1086, 1.308997,2.760637,2.781135,10,110,95,2744.883057,2528.000000,3563.000000,-1035.000000,-5.815765,222.698761,12.925832,0
1087, 2.094395,0.379747,-1.713059,15,14,100,2744.322510,2818.000000,4483.000000,-1665.000000,71.248871,-144.926300,26.542133,0
1088, 2.617994,2.356369,3.005869,117,106,104,2744.401367,2338.000000,4093.000000,-1755.000000,204.808044,201.593277,32.258297,0
1089, -3.141593,2.299159,2.264663,0,18,96,2743.846191,3050.000000,3545.000000,-495.000000,15.503204,-321.656921,37.170193,0
1090, 1.832596,1.599406,1.426070,112,2,98,2743.469482,2334.000000,3324.000000,-990.000000,195.469971,213.999481,34.912437,0
1091, -1.832596,1.554776,0.100351,6,115,95,2743.368408,2559.000000,3144.000000,-585.000000,-42.248444,226.616943,16.490614,0
1092, -1.832596,0.370812,-2.547742,9,116,102,2743.259033,2581.000000,3391.000000,-810.000000,133.189484,29.069611,17.965672,0
1093, -1.570796,0.418037,1.360082,1,15,102,2742.662598,2620.000000,4510.000000,-1890.000000,285.803223,-163.140686,35.638401,0
1094, -0.785398,2.455966,-0.641220,105,1,94,2743.103271,2540.000000,3710.000000,-1170.000000,-63.698608,266.802094,41.956997,0
1095, 0.261799,0.203748,0.590255,115,2,97,2742.597656,2330.000000,3320.000000,-990.000000,215.213348,197.384186,31.286646,0
1096, 1.308997,1.904882,-1.478089,118,6,89,2742.571289,2577.000000,4692.000000,-2115.000000,41.169647,124.401642,29.227264,0
1097, -1.832596,1.014500,0.906702,3,112,100,2742.346191,2213.000000,4823.000000,-2610.000000,243.779144,285.567017,22.259892,0
1098, -1.570796,1.391910,3.030322,5,1,95,2741.979980,2219.000000,3119.000000,-900.000000,238.025192,284.954834,19.436237,0
1099, -0.785398,0.899350,-2.069907,108,119,94,2742.027100,2164.000000,3829.000000,-1665.000000,142.156311,435.870911,38.005878,0
1100, -0.785398,1.367556,0.358405,11,106,100,2741.221680,2377.000000,3367.000000,-990.000000,80.422119,283.799561,17.440191,0
1101, -1.832596,1.948085,-2.363031,108,116,98,2741.173584,2559.000000,4134.000000,-1575.000000,7.199219,174.974319,38.356049,0
1102, 0.523599,1.545873,-1.877082,117,4,90,2740.887695,2550.000000,4170.000000,-1620.000000,14.949844,175.937714,29.143837,0
1103, 0.000000,0.864993,2.278281,106,110,109,2739.908936,2469.000000,3009.000000,-540.000000,-33.307709,304.216614,45.464928,0
1104, 2.879793,2.588535,-2.976617,9,115,93,2739.630859,2371.000000,2821.000000,-450.000000,52.472275,316.158691,12.442057,0
1105, -2.094395,1.683268,0.374177,12,6,106,2739.371338,2725.000000,8305.000000,-5580.000000,1.208984,13.162354,24.347870,0
1106, 0.261799,1.569311,-3.003978,3,112,95,2738.972168,2584.000000,3574.000000,-990.000000,-95.621216,250.593262,20.108328,0
1107, 1.047198,2.349581,-2.702517,8,110,95,2738.594727,2455.000000,3850.000000,-1395.000000,108.812042,174.782593,15.021942,0
1108, 0.000000,2.637879,2.121598,118,107,96,2738.169189,2694.000000,3729.000000,-1035.000000,-81.967712,126.137009,27.435211,0
1109, 1.308997,2.592629,0.909713,6,22,104,2737.831299,2807.000000,3977.000000,-1170.000000,248.313782,-317.482391,40.042427,0
1110, 1.570796,0.685216,-1.712745,16,9,97,2736.865234,2912.000000,3947.000000,-1035.000000,60.950684,-236.085510,19.514086,0
1111, -2.617994,1.736875,3.023612,22,4,113,2736.653076,2267.000000,4427.000000,-2160.000000,44.980270,424.672943,28.937511,0
1112, -0.261799,2.063651,-2.044600,6,114,93,2736.537842,2468.000000,3143.000000,-675.000000,23.519913,245.017883,15.957475,0
1113, -2.617994,1.948085,-2.363031,12,5,93,2736.127441,2542.000000,3892.000000,-1350.000000,-29.598434,223.725708,15.756022,0
1114, -2.879793,2.881233,-2.582574,10,114,94,2735.992432,2539.000000,3574.000000,-1035.000000,15.981232,181.011337,11.518222,0
1115, -0.261799,0.762244,-0.273349,5,119,94,2736.047119,2319.000000,5334.000000,-3015.000000,119.106781,297.940491,18.289440,0
1116, 2.617994,2.299159,2.264663,9,1,94,2735.915283,2347.000000,4282.000000,-1935.000000,118.202225,270.713196,15.098752,0
1117, 0.000000,0.866395,-2.492918,109,110,100,2735.366211,2495.000000,4160.000000,-1665.000000,-6.291321,246.657562,38.051304,0
1118, 0.000000,2.104282,-0.813972,17,13,100,2734.354736,2617.000000,3607.000000,-990.000000,62.638794,54.716034,25.109898,0
1119, 1.308997,1.367556,0.358405,4,20,100,2734.262939,2737.000000,4267.000000,-1530.000000,115.431519,-118.168610,37.491581,0
1120, 1.308997,2.033014,2.977192,3,109,96,2733.955322,2601.000000,3861.000000,-1260.000000,2.686951,130.268387,21.175180,0
1121, -2.356194,1.574060,2.783565,16,16,109,2733.817871,2709.000000,4149.000000,-1440.000000,25.376205,-0.558441,34.051582,0
1122, 0.000000,0.379747,-1.713059,12,109,101,2733.634033,2571.000000,4146.000000,-1575.000000,90.412964,72.220978,15.857142,0
1123, 1.047198,2.295480,1.008277,3,15,96,2733.009766,2711.000000,3926.000000,-1215.000000,145.892181,-123.882217,32.185154,0
1124, -2.879793,2.356369,3.005869,15,108,107,2732.854980,2479.000000,3469.000000,-990.000000,248.920410,4.934494,20.986906,0
1125, 1.047198,2.396274,-1.959260,8,115,92,2732.717773,2422.000000,3277.000000,-855.000000,25.098206,285.619629,13.479762,0
1126, -1.308997,1.247695,1.809890,7,110,103,2732.740723,2566.000000,3871.000000,-1305.000000,51.019043,115.721725,20.968601,0
1127, -0.523599,2.455966,-0.641220,111,15,106,2732.461914,2689.000000,5029.000000,-2340.000000,82.144775,-38.682861,45.664104,0
1128, -1.308997,1.310100,1.488307,5,7,99,2732.267334,2681.000000,6146.000000,-3465.000000,-28.204102,79.471466,24.800600,0
1129, -2.356194,2.108018,1.311430,4,115,87,2732.309570,2253.000000,2568.000000,-315.000000,212.556305,266.753143,18.906862,0
1130, -2.356194,0.571433,-1.188419,14,118,112,2731.691650,2071.000000,5581.000000,-3510.000000,280.476135,380.215668,26.165226,0
1131, -3.141593,2.295480,1.008277,116,19,99,2731.886963,3169.000000,5284.000000,-2115.000000,0.741272,-437.854340,41.836807,0
1132, -2.617994,0.961715,0.014085,15,118,115,2731.299072,2497.000000,3847.000000,-1350.000000,-16.171600,250.470764,29.395636,0
1133, 0.523599,2.592629,0.909713,119,18,102,2731.459473,2435.000000,3830.000000,-1395.000000,254.021240,42.438339,39.668442,0
1134, 1.308997,1.045978,0.343692,109,0,103,2731.510010,2439.000000,3879.000000,-1440.000000,152.869415,139.640640,39.516026,0
1135, -0.261799,0.379747,-1.713059,116,107,100,2731.004639,2334.000000,5349.000000,-3015.000000,230.530701,166.473969,30.968988,0
1136, 0.785398,1.569311,-3.003978,0,14,111,2730.553223,2987.000000,6362.000000,-3375.000000,-214.064575,-42.382233,40.775414,0
1137, 2.356194,1.113094,-0.272241,10,117,97,2729.827393,2322.000000,2952.000000,-630.000000,198.246338,209.581085,13.480070,0
1138, 2.094395,1.998705,2.370472,15,0,97,2729.630615,2444.000000,3659.000000,-1215.000000,7.608185,278.022522,11.099830,0
1139, -0.523599,2.001437,0.381215,3,109,95,2728.402344,2477.000000,4007.000000,-1530.000000,85.417053,165.985229,20.878614,0
1140, 2.617994,1.569311,-3.003978,18,114,104,2727.955322,3062.000000,5042.000000,-1980.000000,-186.403687,-147.640930,15.461534,0
1141, -1.570796,0.709924,0.218797,115,9,98,2727.805664,2973.000000,4638.000000,-1665.000000,8.042847,-253.237381,35.011696,0
1142, 1.832596,1.325504,-1.671296,5,6,90,2727.224121,2593.000000,3673.000000,-1080.000000,-24.019089,158.243164,22.207865,0
1143, 2.617994,0.733948,3.021411,1,16,103,2726.703857,2976.000000,6081.000000,-3105.000000,22.249329,-271.545349,36.935120,0
1144, 0.261799,1.658653,-2.409879,16,117,101,2726.286133,2809.000000,4159.000000,-1350.000000,51.989136,-134.703232,12.856658,0
1145, -1.047198,1.555207,1.708892,116,16,103,2726.155518,2664.000000,3474.000000,-810.000000,289.758728,-227.603226,40.765877,0
1146, 1.832596,1.658653,-2.409879,119,117,92,2726.041260,2153.000000,5078.000000,-2925.000000,139.460724,433.580536,24.464520,0
1147, 2.356194,1.846342,-1.796954,18,15,109,2725.708496,2470.000000,4270.000000,-1800.000000,40.913116,214.795319,32.947422,0
1148, -1.308997,0.203748,0.590255,117,109,100,2725.598877,2200.000000,3370.000000,-1170.000000,270.126373,255.472382,29.297421,0
1149, -2.094395,1.413430,2.550734,0,19,100,2725.312744,2765.000000,3485.000000,-720.000000,315.480011,-355.167236,39.120663,0
1150, 0.000000,2.349581,-2.702517,0,112,93,2725.247559,2582.000000,3392.000000,-810.000000,10.507507,132.740112,23.253250,0
1151, -1.832596,1.846342,-1.796954,7,111,96,2724.317383,2637.000000,4302.000000,-1665.000000,68.951416,18.365936,16.162210,0
1152, 2.356194,2.343981,-1.040456,118,14,93,2724.248535,3135.000000,5115.000000,-1980.000000,-63.366699,-347.384857,34.890781,0
1153, 1.308997,1.325504,-1.671296,2,2,91,2724.016602,2348.000000,6128.000000,-3780.000000,-38.551529,414.567993,22.654560,0
1154, -1.570796,1.504028,0.636812,10,12,104,2723.927979,2672.000000,3527.000000,-855.000000,43.820923,8.107101,28.578899,0
1155, -1.832596,2.063651,-2.044600,9,7,91,2723.761719,2543.000000,3623.000000,-1080.000000,-73.380081,254.141891,19.662485,0
1156, -2.879793,1.325504,-1.671296,109,11,93,2723.176025,2518.000000,3553.000000,-1035.000000,212.783936,-7.607880,41.523918,0
1157, 1.832596,2.704512,1.488683,15,116,98,2722.385254,2646.000000,3996.000000,-1350.000000,-73.073242,149.458618,9.855650,0
1158, 1.308997,2.719179,-1.780644,12,118,93,2721.756104,2539.000000,3259.000000,-720.000000,-100.105957,282.862122,10.008011,0
1159, -1.570796,0.866395,-2.492918,1,14,93,2721.543945,2678.000000,3623.000000,-945.000000,217.676849,-174.132782,32.363785,0
1160, 1.308997,0.591903,2.010408,110,9,99,2721.290039,2811.000000,4161.000000,-1350.000000,36.715759,-126.425766,40.385445,0
1161, 1.047198,0.591903,2.010408,4,4,97,2721.174561,2518.000000,3823.000000,-1305.000000,76.219269,126.955261,22.802393,0
1162, -1.832596,2.863997,0.549740,4,112,93,2721.406982,2460.000000,3090.000000,-630.000000,38.318207,223.088867,18.517853,0
1163, -2.094395,2.349581,-2.702517,118,118,92,2720.537109,2443.000000,3028.000000,-585.000000,29.032410,248.504730,25.839500,0
1164, 2.617994,1.870545,-2.976234,18,114,103,2719.156006,2760.000000,4785.000000,-2025.000000,-36.608948,-4.235077,14.267004,0
1165, 2.356194,2.033014,2.977192,116,106,101,2718.441650,2242.000000,2782.000000,-540.000000,297.627411,178.814301,31.748915,0
1166, -1.308997,1.417623,-0.202254,11,12,111,2717.776611,2450.000000,3260.000000,-810.000000,132.810394,134.966339,33.481396,0
1167, -1.308997,1.809167,1.213774,5,110,98,2717.551270,2204.000000,3734.000000,-1530.000000,233.479675,280.071594,19.523989,0
1168, 1.308997,1.554776,0.100351,106,0,110,2717.539551,2249.000000,2879.000000,-630.000000,201.729156,266.810181,46.305626,0
1169, -2.617994,1.721184,-0.153948,0,117,93,2717.963379,2287.000000,4537.000000,-2250.000000,-31.747162,462.710388,23.360085,0
1170, -1.832596,2.396274,-1.959260,107,112,104,2717.473877,2257.000000,4372.000000,-2115.000000,28.646057,431.827881,41.641830,0
1171, 1.570796,0.674054,1.013609,118,114,102,2717.108398,2547.000000,5652.000000,-3105.000000,95.281982,74.826324,28.536505,0
