Rank,Anglex,Angley,Anglez,Transi,Transj,Transk,total,rPSC,rPSC_gain,rPSC_penalty,ELEC ,RecACE,LCARMSD,NearNat
1172, 1.570796,1.617114,-1.572037,2,5,89,2717.284180,2606.000000,3866.000000,-1260.000000,-8.103134,119.387253,24.509464,0
1173, 1.832596,0.866395,-2.492918,16,117,98,2717.041748,2801.000000,4016.000000,-1215.000000,-137.216064,53.257736,9.660173,0
1174, 1.308997,0.370812,-2.547742,19,7,112,2716.574219,2351.000000,4826.000000,-2475.000000,21.087769,344.486450,29.368156,0
1175, 1.570796,2.724429,-0.348782,4,117,91,2716.764648,2569.000000,3964.000000,-1395.000000,-63.329346,211.094025,18.523159,0
1176, 2.356194,1.736875,3.023612,18,112,107,2716.451416,2543.000000,5333.000000,-2790.000000,94.535217,78.916168,19.222958,0
1177, -2.356194,1.870545,-2.976234,22,7,114,2716.272461,2256.000000,3336.000000,-1080.000000,-32.572174,492.844818,31.618347,0
1178, -1.047198,0.960688,-0.577532,113,1,92,2716.092773,2365.000000,3580.000000,-1215.000000,23.219849,327.872986,32.476467,0
1179, 2.617994,0.685216,-1.712745,10,16,97,2715.947998,2874.000000,4764.000000,-1890.000000,74.598358,-232.650360,29.279287,0
1180, 2.356194,1.413347,-1.339188,3,17,95,2715.957275,3033.000000,4698.000000,-1665.000000,-65.849945,-251.192810,33.900517,0
1181, -0.261799,1.909857,-0.381669,117,111,94,2715.449219,2571.000000,4416.000000,-1845.000000,-21.253601,165.702805,27.086195,0
1182, -0.523599,2.456751,-1.503343,110,110,98,2714.706299,2546.000000,3941.000000,-1395.000000,-47.818909,216.525192,36.295303,0
1183, 0.261799,1.683268,0.374177,18,116,98,2714.770020,2523.000000,3243.000000,-720.000000,47.244995,144.524994,8.605898,0
1184, 2.617994,1.025536,1.576859,12,116,102,2714.348145,2536.000000,3571.000000,-1035.000000,40.932037,137.416138,15.743340,0
1185, 1.570796,0.458961,-0.107937,113,114,104,2714.511230,2230.000000,4390.000000,-2160.000000,272.314087,212.197311,34.976124,0
1186, -2.879793,1.721184,-0.153948,119,116,94,2714.413818,2283.000000,4443.000000,-2160.000000,136.743591,294.670166,24.541813,0
1187, 2.879793,2.349581,-2.702517,13,117,94,2714.127930,2455.000000,3130.000000,-675.000000,-13.095398,272.223511,8.833178,0
1188, 1.570796,1.736875,3.023612,7,110,96,2713.323730,2403.000000,2853.000000,-450.000000,106.788330,203.535370,16.484573,0
1189, -1.832596,2.180315,-1.357379,116,17,97,2713.086182,3020.000000,5090.000000,-2070.000000,194.713257,-501.627228,39.668907,0
1190, -2.356194,1.242974,-2.977882,117,19,100,2712.577637,2847.000000,4332.000000,-1485.000000,97.819153,-232.241333,41.340286,0
1191, 0.261799,1.325504,-1.671296,12,115,95,2712.541504,2604.000000,3459.000000,-855.000000,-17.898575,126.440216,9.807929,0
1192, 1.832596,2.719179,-1.780644,4,112,92,2712.093262,2178.000000,3663.000000,-1485.000000,230.999908,303.093292,18.414110,0
1193, 0.000000,1.450119,-2.739050,13,114,101,2711.885010,2559.000000,4134.000000,-1575.000000,-7.662445,160.547363,13.929041,0
1194, -2.094395,2.719179,-1.780644,10,115,93,2711.716553,2504.000000,3629.000000,-1125.000000,-14.128601,221.845276,11.267387,0
1195, -2.879793,1.569311,-3.003978,3,18,98,2711.987061,3023.000000,4598.000000,-1575.000000,-15.976776,-295.036224,35.532173,0
1196, 2.356194,1.025536,1.576859,11,114,102,2711.547119,2582.000000,3617.000000,-1035.000000,164.720032,-35.172791,16.281017,0
1197, -0.785398,2.343981,-1.040456,10,117,90,2711.274170,2463.000000,2868.000000,-405.000000,37.836365,210.437744,11.607368,0
1198, 1.308997,1.909857,-0.381669,15,3,93,2710.624756,2352.000000,3162.000000,-810.000000,178.987030,179.637634,11.939341,0
1199, 1.570796,2.456751,-1.503343,1,112,91,2710.637695,2365.000000,3490.000000,-1125.000000,74.207642,271.430206,21.958134,0
1200, 1.570796,1.025536,1.576859,116,3,97,2710.315430,2429.000000,3464.000000,-1035.000000,141.459167,139.856216,30.573175,0
1201, 1.047198,0.571433,-1.188419,118,109,100,2709.914307,2398.000000,3658.000000,-1260.000000,83.557007,228.357239,28.212200,0
1202, -3.141593,0.290380,-0.796960,11,118,102,2709.050537,2621.000000,3251.000000,-630.000000,66.351074,21.699356,16.921450,0
1203, -1.047198,2.724429,-0.348782,15,13,109,2708.986328,2200.000000,4315.000000,-2115.000000,116.849091,392.137085,31.532415,0
1204, -2.094395,1.809167,1.213774,4,111,99,2708.946533,2325.000000,3135.000000,-810.000000,185.658447,198.288177,20.833254,0
1205, 1.570796,1.510910,-0.740472,11,0,91,2708.920898,2510.000000,3590.000000,-1080.000000,-76.400940,275.321838,12.057364,0
1206, 0.523599,1.574060,2.783565,3,112,96,2708.643555,2339.000000,3329.000000,-990.000000,17.465515,352.177948,20.416084,0
1207, -2.094395,1.045978,0.343692,13,11,115,2708.308350,2050.000000,4525.000000,-2475.000000,140.337006,517.971436,35.794319,0
1208, -1.570796,0.960688,-0.577532,14,7,107,2708.182373,2338.000000,3958.000000,-1620.000000,191.232712,178.949631,25.238573,0
1209, -2.879793,1.683268,0.374177,109,113,99,2708.184326,2446.000000,3346.000000,-900.000000,100.713806,161.470520,37.429638,0
1210, 0.523599,1.699788,2.452890,116,110,98,2707.340576,2328.000000,3678.000000,-1350.000000,99.833496,279.507172,29.412970,0
1211, -2.879793,1.599406,1.426070,10,0,99,2705.615234,2546.000000,3761.000000,-1215.000000,-10.599213,170.214432,16.081150,0
1212, -1.308997,1.242974,-2.977882,109,113,101,2705.656006,2607.000000,3867.000000,-1260.000000,10.361206,88.294678,38.103027,0
1213, 1.308997,0.960688,-0.577532,14,119,94,2705.582031,2253.000000,2973.000000,-720.000000,189.969757,262.612335,9.156758,0
1214, 1.570796,2.704512,1.488683,15,114,98,2705.295654,2675.000000,3350.000000,-675.000000,-25.056335,55.352158,9.605300,0
1215, 2.879793,2.356369,3.005869,13,106,107,2705.170410,2343.000000,4053.000000,-1710.000000,288.736633,73.433746,22.615030,0
1216, -1.308997,1.214854,-1.966664,110,3,92,2705.331543,2372.000000,4532.000000,-2160.000000,25.004883,308.326752,36.592167,0
1217, 0.000000,2.115563,0.685730,12,114,95,2705.035645,2235.000000,3000.000000,-765.000000,136.509567,333.526001,9.757018,0
1218, 1.047198,2.001437,0.381215,107,6,108,2704.334229,2613.000000,3963.000000,-1350.000000,17.557159,73.777069,45.828716,0
1219, -3.141593,1.050534,3.042579,22,5,106,2704.316406,2627.000000,2807.000000,-180.000000,83.655563,-6.339203,22.307734,0
1220, 2.356194,1.699788,2.452890,11,6,95,2704.495605,2496.000000,4116.000000,-1620.000000,64.888245,143.607437,17.869595,0
1221, 1.047198,1.812176,0.656819,109,117,101,2703.691406,2359.000000,4249.000000,-1890.000000,156.637238,188.054138,38.230690,0
1222, -2.879793,2.637879,2.121598,0,18,95,2703.619141,2752.000000,3562.000000,-810.000000,208.390411,-256.771332,37.002064,0
1223, 0.523599,2.041297,-2.664597,6,109,96,2702.427979,2442.000000,3972.000000,-1530.000000,164.286926,96.141220,17.934212,0
1224, -0.785398,2.063651,-2.044600,2,113,93,2702.671631,2571.000000,2976.000000,-405.000000,23.359558,108.312027,20.767479,0
1225, 2.356194,1.732874,-0.951685,5,118,89,2701.359619,2268.000000,2988.000000,-720.000000,97.415039,335.944519,17.810938,0
1226, 0.785398,1.554776,0.100351,0,9,93,2700.966553,2475.000000,3555.000000,-1080.000000,78.991455,146.975082,29.178862,0
1227, -0.785398,1.325504,-1.671296,1,110,95,2700.961426,2541.000000,3441.000000,-900.000000,148.863831,11.097717,22.834494,0
1228, -0.785398,1.184361,0.625864,8,110,98,2700.771484,2304.000000,2754.000000,-450.000000,173.145691,223.625793,16.483738,0
1229, -1.308997,1.045978,0.343692,114,8,95,2700.864014,2370.000000,3360.000000,-990.000000,114.680939,216.183105,34.777847,0
1230, 0.000000,1.310100,1.488307,2,8,98,2700.889160,2642.000000,4082.000000,-1440.000000,5.757050,53.132126,27.708954,0
1231, 1.308997,2.063651,-2.044600,22,117,107,2700.418213,2535.000000,3210.000000,-675.000000,129.868713,35.549576,19.597412,0
1232, -1.832596,1.050534,3.042579,107,117,101,2700.491211,2471.000000,4136.000000,-1665.000000,-55.557343,285.048462,40.510838,0
1233, 2.879793,2.455966,-0.641220,0,112,92,2699.496826,2418.000000,3723.000000,-1305.000000,107.363464,174.133270,23.170715,0
1234, -0.523599,2.180315,-1.357379,103,111,104,2699.205078,2422.000000,3772.000000,-1350.000000,-93.627838,370.832947,46.209641,0
1235, -1.047198,1.756530,-2.105156,5,14,93,2699.241699,2676.000000,4251.000000,-1575.000000,108.034760,-84.792908,29.345036,0
1236, -2.094395,0.496451,0.593859,115,9,99,2698.947510,2689.000000,5119.000000,-2430.000000,79.057037,-69.109528,35.311897,0
1237, -2.356194,0.619654,-2.216909,119,14,94,2699.161133,2524.000000,4909.000000,-2385.000000,199.918579,-24.757446,34.125481,0
1238, -1.308997,1.168678,2.108595,12,3,102,2697.946777,2400.000000,4425.000000,-2025.000000,104.616974,193.329727,18.858009,0
1239, 2.094395,1.014500,0.906702,117,115,101,2697.738770,2087.000000,3932.000000,-1845.000000,255.879608,354.859253,29.120214,0
1240, -2.094395,2.164094,-2.991358,14,17,102,2697.336914,3052.000000,4492.000000,-1440.000000,-100.131042,-254.531860,30.967516,0
1241, -1.047198,1.367556,0.358405,8,104,100,2696.430176,2404.000000,2989.000000,-585.000000,230.482880,61.947250,20.986687,0
1242, -0.523599,2.881233,-2.582574,17,115,109,2696.026611,2155.000000,4315.000000,-2160.000000,-44.505295,585.531982,21.578316,0
1243, -2.617994,0.080730,-2.622036,117,115,100,2695.951172,2672.000000,3482.000000,-810.000000,77.582275,-53.631210,28.655098,0
1244, 0.261799,1.721184,-0.153948,11,114,93,2696.240234,2443.000000,3028.000000,-585.000000,17.165436,236.074707,10.049231,0
1245, 0.000000,1.846342,-1.796954,18,9,107,2694.834473,2366.000000,3896.000000,-1530.000000,-49.301025,378.135437,26.080917,0
1246, -1.308997,0.571433,-1.188419,1,20,115,2694.831787,2541.000000,4386.000000,-1845.000000,178.905334,-25.073547,47.488174,0
1247, -3.141593,0.297065,2.160177,4,15,104,2694.707764,3233.000000,5753.000000,-2520.000000,-107.436340,-430.855957,34.557278,0
1248, 0.261799,1.982574,-1.115518,12,15,97,2694.737793,2793.000000,3828.000000,-1035.000000,-64.411133,-33.851181,27.363085,0
1249, -2.356194,1.606104,-0.451151,117,16,97,2694.626465,2646.000000,5886.000000,-3240.000000,517.708130,-469.081543,37.999695,0
1250, -1.047198,0.379747,-1.713059,105,117,98,2694.174805,2272.000000,4612.000000,-2340.000000,130.418091,291.756897,41.954903,0
1251, 0.261799,1.872854,1.543456,4,13,103,2693.952637,3038.000000,5153.000000,-2115.000000,-56.380249,-287.666992,32.316898,0
1252, 2.094395,2.478122,2.609777,119,0,91,2693.782959,2238.000000,2868.000000,-630.000000,280.358093,175.424744,25.201376,0
1253, -0.785398,0.640596,-2.797608,4,113,98,2692.946045,2254.000000,3514.000000,-1260.000000,444.807587,-5.861618,20.012617,0
1254, -1.832596,0.496451,0.593859,115,9,99,2692.918701,2941.000000,4831.000000,-1890.000000,-57.171631,-190.909576,35.311897,0
1255, 0.000000,1.732874,-0.951685,19,4,100,2692.288818,2602.000000,3997.000000,-1395.000000,19.560089,70.728851,15.872048,0
1256, -1.047198,1.998705,2.370472,112,19,115,2691.977295,2475.000000,3600.000000,-1125.000000,83.913025,133.064148,52.628407,0
1257, -1.570796,1.242974,-2.977882,2,117,95,2692.000977,2390.000000,2660.000000,-270.000000,210.269867,91.731186,21.385403,0
1258, 2.879793,1.836682,-0.676006,2,116,91,2691.723145,2469.000000,3054.000000,-585.000000,39.170013,183.553146,20.724215,0
1259, -1.047198,1.242974,-2.977882,113,20,105,2691.318604,3021.000000,4551.000000,-1530.000000,66.890503,-396.572113,47.155243,0
1260, 2.617994,0.961715,0.014085,0,114,98,2691.231201,2416.000000,2821.000000,-405.000000,231.956848,43.274338,24.421793,0
1261, -0.523599,2.587733,0.232235,109,2,91,2691.121582,2529.000000,3969.000000,-1440.000000,-121.341705,283.463501,37.409214,0
1262, -0.785398,2.001437,0.381215,106,114,97,2691.270752,2236.000000,3451.000000,-1215.000000,336.016479,119.254234,40.415138,0
1263, 2.356194,1.721184,-0.153948,8,107,106,2690.902100,2561.000000,3776.000000,-1215.000000,202.232605,-72.330643,23.876728,0
1264, -2.356194,1.872854,1.543456,14,0,107,2690.039551,2550.000000,4755.000000,-2205.000000,36.774658,103.264984,21.179546,0
1265, 0.785398,0.850607,-1.335383,1,119,91,2689.936768,2186.000000,4886.000000,-2700.000000,72.540207,431.396423,22.567495,0
1266, 2.356194,1.658653,-2.409879,7,0,91,2689.681641,2194.000000,3364.000000,-1170.000000,44.703979,450.977631,16.203178,0
1267, -2.617994,1.214854,-1.966664,19,3,105,2689.389648,2495.000000,3530.000000,-1035.000000,144.353394,50.036041,19.701868,0
1268, -1.832596,1.812176,0.656819,14,7,108,2689.146484,2869.000000,4444.000000,-1575.000000,-82.466461,-97.386978,26.153719,0
1269, -3.141593,1.128190,-2.288622,22,14,112,2689.055420,2054.000000,4124.000000,-2070.000000,29.264061,605.791199,34.691616,0
1270, 1.308997,1.766067,2.153843,5,112,98,2688.968750,2481.000000,5361.000000,-2880.000000,-52.824707,260.793518,19.053034,0
1271, 2.356194,2.164094,-2.991358,11,113,96,2688.819092,2446.000000,4336.000000,-1890.000000,50.693604,192.125412,11.473707,0
1272, -2.356194,1.025536,1.576859,1,112,102,2689.349609,2356.000000,4831.000000,-2475.000000,193.771606,139.578217,25.515230,0
1273, 2.356194,1.135834,-1.431087,5,17,95,2688.543457,2784.000000,4089.000000,-1305.000000,161.604828,-257.061340,32.586231,0
1274, 2.879793,1.545873,-1.877082,5,110,94,2688.515137,2351.000000,2801.000000,-450.000000,113.754822,223.760330,18.042715,0
1275, 1.570796,1.014500,0.906702,2,15,98,2687.761719,2647.000000,3187.000000,-540.000000,128.650391,-87.888733,33.428707,0
1276, -2.356194,2.704512,1.488683,114,16,96,2686.486572,3060.000000,4770.000000,-1710.000000,-28.567261,-344.946106,40.412094,0
1277, -0.785398,1.766067,2.153843,113,14,100,2686.320312,2485.000000,3790.000000,-1305.000000,216.904938,-15.584824,40.812763,0
1278, 1.832596,2.455966,-0.641220,108,113,98,2685.989990,2397.000000,3432.000000,-1035.000000,82.540955,206.449066,38.317074,0
1279, 2.879793,1.510910,-0.740472,24,12,119,2685.854980,2108.000000,3683.000000,-1575.000000,95.828323,482.026611,40.093838,0
1280, 2.879793,0.419640,2.974122,11,18,115,2685.935059,2294.000000,4319.000000,-2025.000000,8.515915,383.419312,41.625793,0
1281, 1.047198,1.367556,0.358405,7,18,100,2685.854980,2771.000000,5066.000000,-2295.000000,148.613495,-233.758560,33.828903,0
1282, -3.141593,0.203748,0.590255,119,21,114,2685.666260,2328.000000,4983.000000,-2655.000000,200.127686,157.538589,48.726097,0
1283, 0.785398,2.349581,-2.702517,6,111,94,2685.694824,2318.000000,3308.000000,-990.000000,13.193329,354.501404,16.602547,0
1284, 1.047198,2.251330,-2.330739,4,110,93,2685.511963,2395.000000,3925.000000,-1530.000000,0.375427,290.136414,19.002075,0
1285, 1.832596,0.685216,-1.712745,15,11,97,2685.541992,2802.000000,4152.000000,-1350.000000,124.333099,-240.791000,21.969124,0
1286, 1.832596,0.906588,1.252948,116,2,97,2684.935791,2355.000000,3300.000000,-945.000000,178.819916,151.116043,30.177526,0
1287, 1.832596,1.374601,-2.456031,6,116,93,2685.265625,2311.000000,4471.000000,-2160.000000,42.709564,331.556213,16.109409,0
1288, -3.141593,2.455966,-0.641220,101,118,104,2684.196045,2212.000000,4102.000000,-1890.000000,88.532776,383.663422,48.542793,0
1289, 0.523599,2.393226,1.857173,11,112,97,2684.197754,2362.000000,4972.000000,-2610.000000,83.419189,238.778595,12.319151,0
1290, 2.879793,2.724429,-0.348782,9,9,91,2684.163818,2577.000000,4197.000000,-1620.000000,-1.991516,109.155212,21.595493,0
1291, -1.308997,2.180315,-1.357379,11,111,98,2683.231934,2611.000000,4006.000000,-1395.000000,48.143524,24.088348,13.328055,0
1292, -2.879793,1.696674,-1.253233,109,17,110,2682.912354,2708.000000,5408.000000,-2700.000000,-18.309570,-6.778015,50.724262,0
1293, -0.785398,1.756530,-2.105156,0,8,91,2683.248291,2386.000000,5221.000000,-2835.000000,10.042664,287.205505,28.377926,0
1294, -0.523599,1.413347,-1.339188,116,9,91,2682.761230,2753.000000,4148.000000,-1395.000000,28.698303,-98.937073,33.022816,0
1295, -2.094395,2.396274,-1.959260,106,113,103,2682.604492,2231.000000,2681.000000,-450.000000,190.287323,261.317230,42.283058,0
1296, 2.617994,1.658653,-2.409879,7,1,91,2682.707275,2169.000000,3744.000000,-1575.000000,91.488007,422.219177,16.757654,0
1297, -0.261799,1.606104,-0.451151,5,6,91,2682.858154,2587.000000,4387.000000,-1800.000000,86.514099,9.344040,22.164400,0
1298, 1.570796,2.404280,-0.174044,110,110,103,2682.192139,2364.000000,3129.000000,-765.000000,118.866089,199.325836,38.101265,0
1299, 2.094395,1.218453,2.777284,17,14,116,2682.166992,2048.000000,4973.000000,-2925.000000,-54.290955,688.458069,38.233097,0
1300, -0.523599,2.404280,-0.174044,116,8,90,2681.956299,2379.000000,3909.000000,-1530.000000,166.758881,136.197449,32.420956,0
1301, -0.261799,2.073035,2.027405,111,13,102,2681.385254,2696.000000,3911.000000,-1215.000000,259.266663,-273.881470,42.697674,0
1302, 1.832596,2.724429,-0.348782,6,118,91,2681.116211,2592.000000,3537.000000,-945.000000,-140.819214,229.935608,16.465776,0
1303, 1.047198,2.455966,-0.641220,9,116,93,2680.283936,2272.000000,3847.000000,-1575.000000,224.331818,183.952148,12.596854,0
1304, -0.523599,1.872854,1.543456,15,2,99,2680.047607,2313.000000,4023.000000,-1710.000000,95.150726,271.896912,14.212013,0
1305, 2.094395,0.685216,-1.712745,14,13,97,2679.567871,2711.000000,3791.000000,-1080.000000,236.734772,-268.166992,24.472130,0
1306, 1.570796,1.846342,-1.796954,23,119,110,2679.316895,2410.000000,3400.000000,-990.000000,94.018250,175.298538,23.780973,0
1307, -2.356194,1.488617,1.159546,3,112,100,2679.391602,2384.000000,2924.000000,-540.000000,252.568237,42.823196,22.259892,0
1308, -2.879793,2.393226,1.857173,118,19,97,2678.861572,2957.000000,3227.000000,-270.000000,34.794556,-312.932953,39.790356,0
1309, 0.785398,0.080730,-2.622036,13,108,102,2678.653564,2183.000000,2768.000000,-585.000000,412.153625,83.500053,16.681541,0
1310, 2.356194,2.104282,-0.813972,3,22,110,2678.232422,2413.000000,3358.000000,-945.000000,62.224457,203.008057,44.762688,0
1311, -2.879793,0.080730,-2.622036,18,119,103,2678.045898,2582.000000,3347.000000,-765.000000,41.838501,54.207458,15.405439,0
1312, -2.879793,2.247462,0.191623,118,21,112,2677.486816,2460.000000,3630.000000,-1170.000000,34.585968,182.901001,48.041859,0
1313, 1.047198,1.736875,3.023612,9,111,97,2677.191162,2327.000000,3632.000000,-1305.000000,38.383453,311.807678,14.568015,0
1314, -0.261799,1.045978,0.343692,15,109,101,2676.898926,2263.000000,3028.000000,-765.000000,185.284180,228.614624,14.228724,0
1315, -2.094395,1.135834,-1.431087,105,1,95,2677.009033,2475.000000,3285.000000,-810.000000,86.198425,115.810532,42.071144,0
1316, -1.047198,0.864993,2.278281,5,5,97,2676.529785,2314.000000,3394.000000,-1080.000000,98.084717,264.445068,22.527639,0
1317, -0.523599,1.184361,0.625864,15,108,104,2676.225830,2626.000000,3436.000000,-810.000000,-116.180023,166.405762,17.794245,0
1318, -1.047198,1.214854,-1.966664,3,14,94,2676.287598,2772.000000,4527.000000,-1755.000000,65.744995,-161.457642,30.906719,0
1319, -3.141593,0.370812,-2.547742,18,117,103,2676.223389,2382.000000,3507.000000,-1125.000000,81.809662,212.413757,14.668858,0
1320, 0.000000,1.617114,-1.572037,111,14,105,2676.123047,2461.000000,4486.000000,-2025.000000,383.799194,-168.676300,44.557190,0
1321, 0.000000,2.379497,0.561089,17,111,99,2675.738037,2361.000000,3531.000000,-1170.000000,186.339355,128.398621,10.459628,0
1322, -1.570796,0.992645,-1.723759,118,22,108,2675.014648,2643.000000,3363.000000,-720.000000,56.882660,-24.867996,46.581650,0
1323, 2.094395,2.174483,2.653697,115,106,105,2674.981934,1879.000000,4084.000000,-2205.000000,447.627014,348.355042,34.820278,0
